Municipality,Establishment,License Number,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
Anna,"Bob's Tavern, Inc. ",120707910,6,1011241.29,931239.32,80001.97,332735,252732.83,80002.17,28000.83,23883.07,4117.76
Anna,"George Anderson Investments, L.L.C.",190700134,6,442201.53,399524.44,42677.09,120364,77686.91,42677.09,14937.02,12740.4,2196.62
Anna,"J. D. Streett & Company, Inc.",170702642,6,1267736.29,1142851.13,124885.16,403636,278750.84,124885.16,43709.97,37282.05,6427.92
Anna,"JJ'S PIZZA VILLA, LLC",240700844,5,710974.59,656293.48,54681.11,286764,232082.73,54681.27,19138.62,16324.12,2814.5
Anna,KMS Enterprises LLC,220702650,6,492430.87,432223.3,60207.57,176872,116664.43,60207.57,21072.82,17973.87,3098.95
Anna,Lynn Stoner,170702932,5,102494.81,92061.04,10433.77,33812,23378.45,10433.55,3651.77,3114.75,537.02
Anna,Money Mullins Place LLC,220700565,6,1732074.88,1577438.32,154636.56,626372,471735.44,154636.56,54122.99,46163.72,7959.27
Anna,Ninkasi Beverage Group LLC,190702428,5,626864.44,573878.76,52985.68,176998,124012.32,52985.68,18545.25,15817.99,2727.26
Anna,OM KRISHNA LLC,180704387,6,2427209.36,2172364.58,254844.78,738213,483368.22,254844.78,89195.98,76078.94,13117.04
Anna,"Rhodes Convenience Stores, Inc.",190701683,6,3661945.7,3319812.13,342133.57,1167445,825311.43,342133.57,119746.76,102136.95,17609.81
Anna,SAI OM KRISHNA LLC,240702091,6,397514.31,362532.85,34981.46,123598,88616.54,34981.46,12243.57,10443.04,1800.53
Anna,T.D. Gaming L.L.C. Lucky Lady Anna,180701451,6,2522904.59,2295157.96,227746.63,826039,598292.37,227746.63,79711.45,67989.18,11722.27
Annawan,Christopher Vandersnick,120710708,6,3032686.88,2784954.12,247732.76,1014364,766607.42,247756.58,86714.85,73962.67,12752.18
Annawan,"Expresslane, Inc.",131002303,5,1748639.5,1606893.34,141746.16,561065,419318.84,141746.16,49611.39,42315.61,7295.78
Annawan,JASWAL PETROLEUM INC.,220703380,4,465861.61,418689.83,47171.78,163083,115911.22,47171.78,16510.26,14082.29,2427.97
Annawan,WE MICKS A LOT LLC,220701051,6,417848,380623.89,37224.11,144722,107497.89,37224.11,13028.63,11112.67,1915.96
Antioch,"ANG RESTAURANT, INC.",150700666,6,2330253.66,2122877.75,207375.91,876728,669352.09,207375.91,72581.55,61907.78,10673.77
Antioch,ANTIOCH LANES LLC,170703603,6,426955.56,395636.62,31318.94,145461,114142.06,31318.94,10961.75,9349.72,1612.03
Antioch,"Antioch Liquor Mart, Inc.",220701027,6,884200.42,797938.17,86262.25,304108,217845.67,86262.33,30192.13,25752.11,4440.02
Antioch,"Bezak Enterprises, Inc.",130706457,6,2187287.98,1986216.87,201071.11,810100,609028.89,201071.11,70374.87,60025.63,10349.24
Antioch,"Blackhawk Restaurant Group, LLC Series ACAntioch",130702441,6,6737276.6,6133548.58,603728.02,2457594,1853865.98,603728.02,211305.05,180230.77,31074.28
Antioch,CUHLIFE LLC ANTIOCH,180703730,6,7009827.64,6395183.43,614644.21,2366844,1752199.79,614644.21,215125.63,183489.52,31636.11
Antioch,Drivetime Indoor Golf LLC,220703736,6,2303553.89,2082753.99,220799.9,846694,625894.1,220799.9,77280.15,65915.43,11364.72
Antioch,"GAILBERT, INC.",180701092,5,1030677.64,930074.78,100602.86,383228,282625.14,100602.86,35211.09,30032.99,5178.1
Antioch,"Guljan, Inc.",240702441,6,176336.7,168294.84,8041.86,71707,63665.14,8041.86,2814.66,2400.74,413.92
Antioch,"Johnny's Chophouse, LLC",180701007,6,1614564.54,1470159.59,144404.95,593184,448779.05,144404.95,50541.97,43109.35,7432.62
Antioch,"Limerick Lounge, Inc.",120702986,6,4391999.84,4007618.39,384381.45,1640451,1256069.05,384381.95,134533.87,114749.48,19784.39
Antioch,"MGNT ENTERPRISES, LLC",220700528,5,595781.7,548346.31,47435.39,199235,151799.61,47435.39,16602.62,14161.04,2441.58
Antioch,"New Midwest Hotels Antioch, LLC",120702248,6,3059309,2778501.2,280807.8,1140778,859970.2,280807.8,98282.98,83829.59,14453.39
Antioch,RR&T MANAGEMENT LLC,220700797,5,747530.82,693280.9,54249.92,242666,188416.08,54249.92,18987.62,16195.33,2792.29
Antioch,"Sequoit Post No. 4551, Veterans of Foreign Wars of the United States",120905748,6,2227480.46,2025382.79,202097.67,802771,600673.33,202097.67,70734.37,60332.25,10402.12
Antioch,"The Lodge of Antioch, LTD.",120706469,6,2438146.96,2271550.87,166596.09,942510,775913.91,166596.09,58308.69,49733.9,8574.79
Antioch,The Pizza Join Biz LLC,160702472,6,2357676.42,2174592.19,183084.23,823538,640453.77,183084.23,64079.71,54656.22,9423.49
Antioch,"The Rivalry, Ltd.",210703045,6,1335645.75,1207670.75,127975,536473,408498,127975,44791.34,38204.38,6586.96
Antioch,"Two Lucky Aces, Inc.",120709658,6,2471726.84,2253795.61,217931.23,856189,638257.84,217931.16,76275.95,65058.92,11217.03
Apple River,"STOCKHOLDERS SALOON, INC.",230702488,3,409570.15,364059.84,45510.31,148677,103166.69,45510.31,15928.71,13586.24,2342.47
Arcola,"Arcola Country Store & Gas, Inc.",240701658,6,1355574.57,1248356.69,107217.88,486187,378969.12,107217.88,37526.38,32007.81,5518.57
Arcola,BACKWATER LLC,210701478,6,744559.29,663919.11,80640.18,265925,185284.59,80640.41,28224.3,24073.65,4150.65
Arcola,"BSPGMP Holdings, LLC",230703264,6,302305.84,267561.23,34744.61,127392,92647.79,34744.21,12160.55,10372.23,1788.32
Arcola,D&M Central LLC,240700426,6,1073372.66,971475.77,101896.89,339019,237122.57,101896.43,35663.91,30419.23,5244.68
Arcola,"Jack Flash Properties, LLC",211002225,6,5921282.98,5429363.82,491919.16,2175745,1684282.73,491462.27,172011.82,146715.96,25295.86
Arcola,The Backalley Patio Inc.,200702298,6,995318.6,921249.61,74068.99,344382,270313.17,74068.83,25924.32,22111.92,3812.4
Arenzville,"AJ'S BAR & GRILL, INC.",130701423,6,564344.14,519071.36,45272.78,220662,175388.97,45273.03,15845.56,13515.33,2330.23
Argenta,"BARGENTA, LLC",160704026,6,3374818.61,3119192.34,255626.27,1052744,797117.73,255626.27,89469.29,76312.06,13157.23
Arlington,Sammy's Place Inc.,120707837,6,567811.37,515752.47,52058.9,220137,168078.1,52058.9,18220.63,15541.13,2679.5
Arlington,TROYS PLACE LLC,180701947,6,2128318.04,1939249.95,189068.09,654327,465258.91,189068.09,66173.99,56442.52,9731.47
Aroma Park,Aroma Park Boating Association,150700989,5,432298.94,390456.44,41842.5,152363,110503.66,41859.34,14650.89,12496.34,2154.55
Aroma Park,"AROMAKOT, LTD.",230700475,6,749133.93,656683.84,92450.09,300538,208088.01,92449.99,32357.57,27599.1,4758.47
Aroma Park,FUN HUB INCORPORATED,220703803,6,755223.93,684335.6,70888.33,275109,204221.53,70887.47,24810.74,21162.09,3648.65
Aroma Park,Kankakee Elks Lodge No. 627 Golf Course Corporation,230702169,5,489477.36,444808.31,44669.05,205306,160636.55,44669.45,15634.36,13335.21,2299.15
Aroma Park,Mac's Convenience Stores LLC,170703394,6,2219119.46,2001194.24,217925.22,839707,621781.78,217925.22,76273.82,65057.09,11216.73
Aroma Park,Ryan River Properties Inc.,130703309,4,376841.06,334730.03,42111.03,128073,85961.97,42111.03,14738.99,12571.48,2167.51
Aroma Park,WASH N WINNIE'S OF AROMA PARK INC.,140703971,6,2724434.46,2480305.49,244128.97,1041164,797035.03,244128.97,85445.23,72879.76,12565.47
Arthur,"ARM III, Inc.",160702453,6,1334009.05,1237539.23,96469.82,492823,396353.74,96469.26,33764.3,28798.97,4965.33
Arthur,"JBuck, LLC",240700649,6,916666.68,854632.06,62034.62,323043,261007.94,62035.06,21712.39,18519.4,3192.99
Arthur,"Panther Properties 60, LLC",170702695,5,518022.68,472925.92,45096.76,155962,110865.24,45096.76,15783.93,13462.77,2321.16
Arthur,"Wortman Holdings, LLC",200701790,6,3558616.83,3289528.32,269088.51,1227573,958471.13,269101.87,94185.91,80335.03,13850.88
Ashkum,MONKEYWORKS INC.,210702902,6,247100.97,231454.92,15646.05,88958,73311.95,15646.05,5476.25,4670.91,805.34
Ashkum,"The Right Stop Too, Inc.",120701180,6,525885.47,463075.23,62810.24,182938,120127.76,62810.24,21983.75,18750.84,3232.91
Ashland,MICKEY D'S INC.,120709654,6,52.3,27.51,24.79,100,75.22,24.78,8.68,7.4,1.28
Ashland,"Walby's Place, Inc.",150702014,6,1508092.87,1374936.31,133156.56,494752,361595.64,133156.36,46604.91,39751.25,6853.66
Ashley,"Chop's Family Inn, Inc.",120708138,6,500585.92,452979.44,47606.48,147219,99612.78,47606.22,16662.4,14212.05,2450.35
Ashley,"D G & L, Incorporated",120704750,6,680696.5,614015.34,66681.16,232252,165570.84,66681.16,23338.59,19906.44,3432.15
Ashley,"J & L Bestways, Inc.",130705322,6,1119175.06,1007638.8,111536.26,352055,240517.74,111537.26,39038.09,33297.19,5740.9
Ashley,"THE VAULT GAMING LOUNGE, LLC",180701893,6,943067.84,861086.33,81981.51,341783,259801.49,81981.51,28693.73,24474.06,4219.67
Ashmore,ASBS INC.,120701323,6,1530921.35,1385462.44,145458.91,441382,295923.01,145458.99,50910.71,43423.84,7486.87
Ashmore,"I&I Deli, Inc.",180703662,6,1566975.58,1415821,151154.58,568776,417621.42,151154.58,52904.17,45124.15,7780.02
Ashmore,"J & B ENTERPRISES, INC.",120703511,6,526712.06,492497.68,34214.38,175096,140881.52,34214.48,11975.19,10214.13,1761.06
Ashmore,The Vault LP,220700953,6,1021029.85,922890.93,98138.92,391557,293418.08,98138.92,34348.64,29297.37,5051.27
Ashton,"HUDDLE CAFE, LLC",200702104,5,401052.44,370137.11,30915.33,120931,90015.67,30915.33,10820.54,9229.29,1591.25
Ashton,Lirim Neim Mimini,160702868,6,1145965.06,1032176.96,113788.1,371795,258006.9,113788.1,39826.08,33969.32,5856.76
Ashton,"Ralphie and Lulu's, Inc.",120711579,5,737793.75,676316.84,61476.91,235917,174440.32,61476.68,21516.95,18352.71,3164.24
Ashton,Sharon Miller,120711577,6,571573,513192.82,58380.18,176534,118077.26,58456.74,20460.01,17451.18,3008.83
Assumption,Freedom Oil Company,180700055,6,1776358.03,1620657.46,155700.57,635718,480016.48,155701.52,54495.74,46481.67,8014.07
Assumption,Friendly Bar of Assumption Inc.,150703425,5,613068.51,568932.57,44135.94,205533,161397.06,44135.94,15447.71,13175.99,2271.72
Assumption,Knotty Pine Bar & Grill LLC,160703008,5,578617.64,520503.84,58113.8,216746,158651.78,58094.22,20333.03,17342.91,2990.12
Astoria,AM PM 125 INC.,220700991,6,1667600.71,1532415.06,135185.65,488655,353469.35,135185.65,47315.17,40357.06,6958.11
Astoria,"ASTORIA TAVERN, INC.",220701378,6,710478.57,655672.35,54806.22,245036,190229.78,54806.22,19182.35,16361.42,2820.93
Athens,"Athens Corner Pub, Inc.",120709661,6,1470586.26,1334112.57,136473.69,516136,379582.31,136553.69,47793.98,40765.49,7028.49
Athens,BOARS NEST BAR & GRILL INC.,120711943,6,901264.22,817077.41,84186.81,333302,249115.19,84186.81,29465.49,25132.32,4333.17
Athens,CA Development LLC,230702039,6,1754082.54,1608717.63,145364.91,500271,354906.09,145364.91,50877.85,43395.81,7482.04
Athens,D.Q.R. Enterprises Inc,120708986,6,2218516.3,2055157.06,163359.24,730418,567058.76,163359.24,57175.87,48767.64,8408.23
Athens,Menard County American Legion Post #129,210900113,3,144603.06,130106.78,14496.28,48438,33941.88,14496.12,5073.7,4327.58,746.12
Atkinson,Angela K. Smith,190701415,5,133601.3,121848.35,11752.95,48302,36549.25,11752.75,4113.46,3508.54,604.92
Atkinson,"Love's Travel Stops & Country Stores, Inc.",221000838,10,3048067.14,2728879.68,319187.46,1134596,815408.34,319187.66,111716.02,95287.21,16428.81
Atkinson,TFB Outer Edge LLC,230700518,5,6120.84,5284.36,836.48,2771,1934.52,836.48,292.78,249.72,43.06
Atlanta,"Atlanta Family Restaurant, Inc.",240703012,6,372992.88,346609.45,26383.43,131095,104710.57,26384.43,9234.53,7876.5,1358.03
Atlanta,Atlanta IL Visitors Center Inc.,201002878,6,2497367.15,2251226.29,246140.86,768425,522187.73,246237.27,86183.21,73509.22,12673.99
Atlanta,"GED, Inc.",120708652,4,305162.31,279154.28,26008.03,116111,90102.97,26008.03,9102.86,7764.21,1338.65
Atlanta,"RED WING BOWL, INC.",130700805,6,525139.35,483925.85,41213.5,170327,129113.5,41213.5,14424.7,12303.43,2121.27
Atwood,Kelly Robinson,120703213,5,54060.52,52726.89,1333.63,15510,14176.37,1333.63,466.81,398.17,68.64
Atwood,"LDR Services, LLC",200701761,5,1120996.71,1030894.09,90102.62,318079,227976.71,90102.29,31536,26898.36,4637.64
Auburn,Casey's Retail Company,190702922,4,1407133.55,1304547.69,102585.86,408178,305592.14,102585.86,35905.23,30625.04,5280.19
Auburn,CILEE VENTURES LLC,180704257,6,1018843.54,922358.03,96485.51,342171,245685.34,96485.66,33770.08,28803.88,4966.2
Auburn,Donnita Inc.,140703761,6,4.44,0,4.44,26,21.56,4.44,1.55,1.33,0.22
Auburn,"Edgewood Golf Course, Inc.",130704749,3,133368.06,128674.91,4693.15,41699,37006.46,4692.54,1642.46,1400.92,241.54
Auburn,Gold Mine Gaming Inc.,210700731,6,1778120.99,1606567.33,171553.66,620999,449445.33,171553.67,60043.96,51213.98,8829.98
Auburn,Jackpot Gaming LLC,160701646,6,1905926.95,1743859.69,162067.26,702902,540834.74,162067.26,56723.64,48381.94,8341.7
Auburn,Jackpot Gaming LLC,190700696,6,2170848.52,1969609.56,201238.96,764535,563296.04,201238.96,70433.65,60075.76,10357.89
Auburn,Jackpot Gaming LLC,230702494,6,1542947.54,1401093.03,141854.51,569463,427608.49,141854.51,49649.35,42347.98,7301.37
Auburn,PEARL'S PUB INC.,130705328,6,377500.21,343932.85,33567.36,138179,104611.64,33567.36,11748.71,10020.95,1727.76
Auburn,"Prairieland FS, Inc.",171001021,4,566370.03,535546.89,30823.14,172025,141201.89,30823.11,10788.26,9201.75,1586.51
Auburn,"Slauterhouse, LLC",230700826,4,96868.63,84279.87,12588.76,39848,27259.24,12588.76,4406.14,3758.19,647.95
Auburn,SONA CORPORATION INC. II,180703237,6,904375.59,833806.21,70569.38,274593,204023.62,70569.38,24699.41,21067.15,3632.26
Auburn,Systems Management Group LLC,190700313,6,2534048.16,2298284.75,235763.41,930298,694534.59,235763.41,82517.3,70382.41,12134.89
Auburn,"Tookay's, Inc.",130705134,5,899930.14,807042.34,92887.8,342251,249363.2,92887.8,32510.84,27729.84,4781
Augusta,AUGUSTA CONVENIENCE QUICK STOP INC.,220702376,5,823553.17,742679.46,80873.71,284792,203918.69,80873.31,28305.77,24143.16,4162.61
Augusta,"MJR of Augusta, LLC",160701604,6,1091860.84,966654.07,125206.77,367164,241957.23,125206.77,43822.57,37378.07,6444.5
Augusta,Redenius Enterprises LLC,230701073,5,805410.76,736058.51,69352.25,262257,192904.75,69352.25,24273.43,20703.81,3569.62
Aurora,255 Group Ltd.,130705250,5,1332844.56,1203347.35,129497.21,478186,348688.34,129497.66,45324.34,38659,6665.34
Aurora,"Ach-N-Lou's Pizza Pub, Inc.",130706356,5,710960.58,651433.07,59527.51,267539,208011.49,59527.51,20834.69,17770.77,3063.92
Aurora,American Luxemburger Independent Club ,120713093,5,2304814.04,2074055.37,230758.67,815369,584610.23,230758.77,80765.78,68888.47,11877.31
Aurora,AMVETS POST # 103,120909532,5,1173922.93,1066351.09,107571.84,424824,317252.16,107571.84,37650.11,32113.34,5536.77
Aurora,"ASPEN TREE, INC.",130701686,5,1343080.75,1208273.5,134807.25,460977,326148.35,134828.65,47190.28,40250.55,6939.73
Aurora,"Attitudes Restaurant & Bar, LTD.",120709096,5,3292315.13,2987402.91,304912.22,1171267,866354.98,304912.02,106719.27,91025.26,15694.01
Aurora,Aurora Athletic Club,130705022,4,566253.08,498164.59,68088.49,198657,130568.47,68088.53,23831.14,20326.56,3504.58
Aurora,"Aurora La Villita, Inc. ",120708740,5,1033809.98,933865.13,99944.85,369540,269595.1,99944.9,34980.89,29836.64,5144.25
Aurora,Aurora Latin American Club Inc.,190701345,5,1018382.54,921296.26,97086.28,283835,186744.73,97090.27,33981.75,28984.45,4997.3
Aurora,Chan's Gourmet Inc.,160703295,5,2962962.8,2637095.8,325867,988436,662569,325867,114053.63,97281.05,16772.58
Aurora,D.C.'S GOOD TIMES INC.,180703587,5,1610426.93,1460887.59,149539.34,595561,446021.66,149539.34,52338.91,44642.03,7696.88
Aurora,"DIXIE'S BISTRO, LLC",170704064,5,4936344.52,4461945.92,474398.6,1796730,1322331.4,474398.6,166039.68,141622.09,24417.59
Aurora,"Hooters of Aurora, Inc.",120701299,5,1232622.86,1119826.57,112796.29,466075,353278.71,112796.29,39478.79,33673.09,5805.7
Aurora,J & M Chelios & Sons Inc.,120709590,5,3150441.29,2879841.75,270599.54,1048423,777823.46,270599.54,94710.04,80782.1,13927.94
Aurora,"JAS BAR & GRILLE, INC.",180704406,5,752681.99,680959.18,71722.81,281871,210148.19,71722.81,25103.15,21411.51,3691.64
Aurora,"John's Beef 'N Beer, Inc.",120711282,5,3804664.2,3456696.56,347967.64,1367577,1019609.26,347967.74,121788.9,103878.77,17910.13
Aurora,"JTE FAMILY PROPERTIES, L.L.C., SERIES E",160703403,5,1589632.2,1462993.25,126638.95,562022,435382.12,126639.88,44324.19,37805.93,6518.26
Aurora,"LA FLAMA DE ORO ENTERPRISES, INC.",120706562,5,1994759.35,1814552.38,180206.97,701331,521124.03,180206.97,63072.62,53797.24,9275.38
Aurora,"La Hacienda Del Agave, Corp.",220700320,5,2470754.72,2263716.56,207038.16,816682,609643.84,207038.16,72463.5,61807.1,10656.4
Aurora,McBride's Aurora Inc.,150703558,5,3148192.68,2805556.53,342636.15,1030989.53,688353.38,342636.15,119922.72,102287.04,17635.68
Aurora,Miss Lee's Social Club Inc.,130702920,5,1832733.82,1623438.9,209294.92,725690,516395.08,209294.92,73253.41,62480.84,10772.57
Aurora,MZBD Inc.,120710814,5,3090692.56,2817157.84,273534.72,1047134,773599.28,273534.72,95737.15,81658.16,14078.99
Aurora,"Paulie's Pub & Grille, LLC",120711163,5,2003433.72,1816088.33,187345.39,786232,598872.71,187359.29,65575.84,55932.33,9643.51
Aurora,"Phoenix Club, Inc.",140700800,5,1719961.82,1547380.09,172581.73,570896,398314.27,172581.73,60403.66,51520.75,8882.91
Aurora,"Q Bar North, Inc.",210701487,5,490321.4,441394.46,48926.94,190325,141398.06,48926.94,17124.52,14606.22,2518.3
Aurora,"RED FOX, INC.",130706507,5,2246307.81,2058617.11,187690.7,768426,580735.3,187690.7,65691.89,56031.33,9660.56
Aurora,"SALERNO'S AURORA, INC.",170701000,5,965672.19,886223.66,79448.53,327383,247934.47,79448.53,27807.13,23717.84,4089.29
Aurora,Silver Oaks Cafe Inc.,170701124,5,5146090.71,4628437.25,517653.46,1846482,1328828.54,517653.46,181178.89,154534.94,26643.95
Aurora,SILVER OAKS ILLINOIS BNS INC.,190701476,5,4839269.5,4396663.58,442605.92,1656142,1213536.08,442605.92,154912.19,132130.99,22781.2
Aurora,"Skotini, Inc.",130705678,5,3759764.85,3393108.03,366656.82,1344390,977733.18,366656.82,128330.01,109457.96,18872.05
Aurora,Taqueria Muniz & Restaurant LLC,230701909,5,750112.04,680152.25,69959.79,242668,172708.21,69959.79,24486.02,20885.13,3600.89
Aurora,THE STADIUM LLC,170700311,5,943460.15,837111.1,106349.05,375391,269041.95,106349.05,37222.37,31748.5,5473.87
Aurora,Third Ward Social Club,120711791,5,1376462.05,1257928.36,118533.69,407976,289442.6,118533.4,41486.82,35385.82,6101
Aurora,"Tigers Athletic Association of Aurora, Illinois",140700567,5,1846029.76,1682672.85,163356.91,649006,485649.09,163356.91,57175.02,48766.93,8408.09
Aurora,TISANART LLC,210701260,5,762171.42,682272.76,79898.66,305591,225692.34,79898.66,27964.69,23852.23,4112.46
Ava,"GABBY'S ON MAIN, LLC",210702698,4,137426.7,124736.16,12690.54,47897,35206.56,12690.44,4441.7,3788.51,653.19
Ava,"Korner Tavern, Inc.",120705958,6,710735.73,647736.95,62998.78,256791,193792.29,62998.71,22049.73,18807.12,3242.61
Ava,"TEJ 321, Inc.",210703552,6,972199.8,870395.02,101804.78,333901,232096.17,101804.83,35631.77,30391.81,5239.96
Aviston,"Lantern Inn, Inc.",120703918,6,766305.16,702824.05,63481.11,243638,180156.57,63481.43,22218.68,18951.22,3267.46
Aviston,"Mondt-Lampe Post 1239, Aviston, ILL",150903711,3,226246.42,211165.7,15080.72,75226,60145.47,15080.53,5278.29,4502.06,776.23
Aviston,SAINT FLOWERS HOLDINGS INC.,240703046,6,867011.28,792604.72,74406.56,328403,253996.44,74406.56,26042.41,22212.65,3829.76
Avon,JR ANDERSON INC.,160702078,5,831831.31,754044.88,77786.43,293666,215879.57,77786.43,27225.33,23221.61,4003.72
Avon,Push & Pray Hideaway Inc.,170704102,6,876220.05,804635.39,71584.66,287575,215990.34,71584.66,25054.78,21370.25,3684.53
Baldwin,Jean Minemann,120708093,6,861435.5,791390.09,70045.41,305159,234602.84,70556.16,24694.8,21063.21,3631.59
Banner,"DE & DR Enterprises, LTD.",120707507,5,381508.03,339981.63,41526.4,138676,97149.6,41526.4,14534.24,12396.86,2137.38
Banner,The Goose Pit Bar & Grill LLC,240700321,6,969040.42,883080.61,85959.81,332288,246328.19,85959.81,30086.18,25661.73,4424.45
Barry,"BARRY TRAVEL CENTER, INC.",241001659,10,914318.22,842424.7,71893.52,310655,238754.94,71900.06,25165.04,21464.3,3700.74
Barry,Cindy Galinis,150700012,6,462363.9,408703.34,53660.56,149959,96299.68,53659.32,18781.06,16019.14,2761.92
Barry,"GPM Investments, LLC",170702045,4,957038.73,877809.24,79229.49,259882,180652.57,79229.43,27730.34,23652.36,4077.98
Barry,"STROEMER FOODS, INC.",190702366,2,130086.03,118588.1,11497.93,35810,24312.07,11497.93,4024.4,3432.6,591.8
Barry,THE LNTRN LLC,230702927,6,364300.47,332655.44,31645.03,127875,96230.02,31644.98,11076.03,9447.21,1628.82
Barry,WILDCAT SPIN & WIN LLC,230702403,6,238975.67,211243.31,27732.36,75959,48226.84,27732.16,9706.35,8278.95,1427.4
Bartelso,"Bartelso Bowl & Lounge, LLC",210702497,6,565974.62,514088.95,51885.67,233713,181827.33,51885.67,18160.13,15489.51,2670.62
